index,recno,RAJ2000,DEJ2000,Name,Comp,2MASS,Conf,l_Sep,Sep,PA,Date,Tech,r_Sep,DelMag,Filt,r_DelMag,pmRA,pmDE,r_pmRA,plx-DR2,e_plx-DR2,n_plx-DR2,epsi,sepsi,plx-lit,e_plx-lit,r_plx-lit,Gmag,BpRp,Vmag,Rmag,Imag,r_Vmag,Rtmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,n_Kmag,Mass,e_Mass,n_Mass,Memb,SimbadName
220,509,355.7762916666666,36.53699999999999,GJ 1289,,23430628+3632132,,,,,,,,,,,942.26,-151.39,2018A&A...616A...2L,119.7106,0.1165,,0.34,62.7,123.53,2.48,2014ApJ...784..156D 1995gcts.book.....V,11.1534,3.0169,12.57,11.3,9.67,1996AJ....112.2300W,,8.11,0.029,7.446,0.036,7.226,0.02,,0.216,0.014,,s,GJ 1289
508,460,313.90737499999994,-14.035583333333332,GJ 810,A,20553771-1402078,AC,,0.0648,orb,2018,radorb,2018A&A...619A..32B,0.33,Ks,2018A&A...619A..32B,1425.49,-464.3,2018A&A...616A...2L,77.0149,0.3956,,1.64,1670.0,78.58,0.49,2011AJ....141..117J 2011AJ....141..117J 2016AJ....152...24W 2016AJ....152...24W 1995gcts.book.....V,11.0453,2.8682,12.46,11.24,9.62,1990A&AS...83..357B,,8.117,0.027,7.638,0.04,7.365,0.026,J,0.245,0.021,a,s,GJ 810 A
426,232,146.19724999999997,-18.213583333333332,GJ 1129,,09444731-1812489,,,,,,,,,,,-1599.95,-171.71,2018A&A...616A...2L,90.8249,0.0849,,0.2,12.7,91.34,0.67,2011AJ....141..117J 2016AJ....152...24W,11.0848,2.8271,12.46,11.24,9.67,2011AJ....141..117J,,8.122,0.026,7.536,0.038,7.257,0.02,,0.3,0.014,,s,GJ 1129
63,199,130.06654166666664,31.451888888888885,LSPM 0840+3127,,08401597+3127068,,,,,,,,,,,205.53,120.0,2018A&A...616A...2L,89.2077,0.0711,,0.25,43.0,90.2,1.8,2014ApJ...784..156D,10.9771,2.7089,,,,,11.1,8.122,0.021,7.561,0.04,7.302,0.021,,0.299,0.014,,s,LSPM J0840+3127
109,351,240.71224999999995,20.58919444444444,GJ 609,,16025098+2035218,,,,,,,,,,,-961.08,-1242.23,2018A&A...616A...2L,99.9043,0.0594,,0.23,27.6,100.3,3.1,1995gcts.book.....V,11.1562,2.888,12.57,11.33,9.73,1990A&AS...83..357B,,8.132,0.02,7.648,0.023,7.369,0.017,,0.25,0.014,,s,GJ 609
14,101,69.55245833333332,28.21666666666666,LTT 11472,A,04381255+2813001,AB,,0.54,299,2002,AO det,2004A&A...425..997B,0.42,Ks,2004A&A...425..997B,395.64,-92.04,2018A&A...616A...2L,75.1911,0.1738,w,1.85,1040.0,77.05,1.61,2014ApJ...784..156D 2014AJ....147...85R 2012ApJ...758...56S,11.6477,2.8741,12.56,11.31,9.7,2014AJ....147...85R,,8.173,0.018,7.616,0.018,7.326,0.021,J,0.264,0.014,v,s,LTT 11472
419,136,92.72037499999999,-43.40494444444444,GJ 1088,,06105288-4324178,,,,,,,,,,,130.93,733.84,2018A&A...616A...2L,89.3896,0.0493,,0.21,19.7,87.03,1.28,2010AJ....140..897R,10.9921,2.7154,12.28,11.11,9.61,2010AJ....140..897R,,8.173,0.024,7.582,0.065,7.312,0.016,,0.296,0.014,,s,GJ 1088
457,289,189.70458333333332,-38.381611111111106,LHS 337,,12384914-3822527,,,,,,,,,,,-665.08,-1312.56,2018A&A...616A...2L,149.8423,0.0755,,0.26,35.1,156.78,1.99,2006AJ....132.2360H,11.226,3.0667,12.75,11.44,9.74,2006AJ....132.2360H,,8.174,0.024,7.756,0.055,7.386,0.021,,0.152,0.014,,s,LHS 337
235,171,114.10470833333332,7.078638888888888,LTT 17993,A,07362513+0704431,AB,,0.7,300,1996,spkdet,2006AJ....132.2360H,0.0,Ks,1999ApJ...512..864H,238.92,-317.06,2006AJ....132.2360H,,,2p,,,116.58,0.92,2014ApJ...784..156D 2006AJ....132.2360H,11.5114,3.3429,13.25,11.81,9.97,2018AJ....155..265H,,8.18,0.021,7.611,0.033,7.282,0.02,J,0.145,0.014,v,s,LTT 17993
315,382,266.6222916666666,-8.710138888888888,LTT 7077,A,17462934-0842362,AB,,0.21,orb,2019,radorb,2020AJ....159..290W,0.12,Ks,This work,-44.2,-428.04,2018A&A...616A...2L,76.5863,0.0831,,0.18,9.58,77.18,1.71,2019AJ....157..216W,11.2731,2.9733,12.72,11.44,9.78,2015AJ....149....5W,,8.198,0.024,7.693,0.042,7.353,0.021,J,0.235,0.017,u,s,LTT 7077
454,291,190.1928333333333,-43.56641666666666,GJ 480.1,,12404633-4333595,,,,,,,,,,,-782.17,689.86,2018A&A...616A...2L,124.2526,0.1039,,0.16,10.1,125.57,3.83,1995gcts.book.....V 2007A&A...474..653V,10.9788,2.6756,12.24,11.06,9.62,1990A&AS...83..357B,,8.217,0.029,7.703,0.044,7.413,0.021,,0.185,0.014,,s,GJ 480.1
317,424,290.13941666666665,-7.662166666666666,GJ 754.1,B,19203346-0739435,AB,,27.3,306,2003,visdet,2005ApJS..161..394F,,,,-70.35,-177.68,2018A&A...616A...2L,95.1767,0.0828,,0.15,6.35,97.0,2.12,1995gcts.book.....V 2007A&A...474..653V,10.9668,2.5675,11.64,10.6,9.33,1990A&AS...83..357B,,8.221,0.029,7.661,0.026,7.414,0.02,,0.259,0.014,,s,GJ 754.1 B
149,449,307.4513333333333,9.688944444444443,GJ 791.2,A,20294834+0941202,AB,,0.1037,orb,2009,astrad,2016AJ....152..141B,1.28,Ks,2016AJ....152..141B,669.34,101.33,2018A&A...616A...2L,133.8113,1.3869,,6.71,20300.0,113.05,0.3,2000AJ....120.1106B 2014ApJ...784..156D 1995gcts.book.....V,11.4665,3.1806,13.08,11.73,9.98,1990A&AS...83..357B,,8.228,0.02,7.666,0.036,7.307,0.024,J,0.237,0.004,c,s,GJ 791.2
346,375,259.9707083333333,26.500777777777774,GJ 669,B,17195298+2630026,AB,,16.64,269,1999,visdet,2006AJ....131.1163S,1.57,V,1991AJ....101.1882W,-226.13,355.28,2018A&A...616A...2L,92.9662,0.0615,,0.27,37.2,92.24,1.87,1995gcts.book.....V 2007A&A...474..653V,11.4556,3.1369,12.99,11.68,9.94,1991AJ....101.1882W,,8.229,0.018,7.637,0.033,7.351,0.026,,0.276,0.015,,s,GJ 669 B
61,194,127.45558333333332,26.775999999999996,GJ 1111,,08294949+2646348,,,,,,,,,,,-1113.74,-612.37,2018A&A...616A...2L,279.2901,0.1345,,0.42,67.8,275.8,3.0,1995gcts.book.....V,12.1857,4.4148,14.94,12.88,10.58,2014AJ....147...94D,,8.235,0.021,7.617,0.018,7.26,0.024,,0.1,0.014,,s,GJ 1111
204,483,335.77916666666664,-17.607249999999997,LHS 3799,,22230696-1736250,,,,,,,,,,,308.43,-718.31,2018A&A...616A...2L,138.1782,0.2484,,0.26,18.4,137.55,0.5,2014AJ....147...85R 1995gcts.book.....V 2016AJ....152...24W,11.5542,3.3104,13.26,11.85,10.04,1996AJ....112.2300W,,8.242,0.027,7.638,0.047,7.319,0.018,,0.172,0.014,,s,LHS 3799
309,408,280.54625,-23.482944444444442,LP 867-15,,18421107-2328582,,,,,,,,,,,181.15,-242.53,2018A&A...616A...2L,94.1546,0.0502,,0.06,95.8,96.7,2.8,2018AJ....155..176F,10.9673,2.5436,,,,,11.0,8.261,0.024,7.729,0.04,7.436,0.024,,0.259,0.014,,s,LP 867-15
251,122,84.16029166666665,11.296888888888887,LSPM 0536+1117,B,05363846+1117487,AB,,156.5,135,1997,visdet,2012AJ....144..102T,2.14,Ks,2012AJ....144..102T,-3.52,-60.95,2018A&A...616A...2L,87.3678,0.0866,,0.24,19.1,88.1,6.1,2016AJ....151..160F,11.1886,2.8098,,,,,11.3,8.266,0.032,7.691,0.063,7.406,0.026,,0.289,0.015,,s,PM J05366+1117
284,319,209.55804166666664,12.578833333333332,LHS 2830,,13581392+1234438,,,,,,,,,,,-329.51,719.97,2018A&A...616A...2L,106.9246,0.0869,,0.2,13.8,88.4,1.5,1995gcts.book.....V,11.0573,2.6726,,,,,11.1,8.269,0.021,7.687,0.046,7.439,0.024,,0.22,0.014,,s,LHS 2830
174,439,298.47974999999997,44.41508333333333,GJ 1245,B,19535508+4424550,AC-B,,6.964,083,1998,astdet,2012AJ....144...64D,0.6,V,1996AJ....112.2300W,350.51,-480.12,2018A&A...616A...2L,214.5285,0.0824,,0.36,55.9,220.93,0.94,2014ApJ...784..156D 2014ApJ...784..156D 2010A&A...514A..84S 1995gcts.book.....V,11.919,3.8419,14.01,12.36,10.28,1996AJ....112.2300W,,8.275,0.026,7.728,0.031,7.387,0.018,,0.113,0.014,,s,GJ 1245 B
455,303,198.28887499999996,-41.51102777777777,WT 392,A,13130939-4130396,AB,,1.0,,,,Winters; in prep,,,,-1024.98,24.53,2018A&A...616A...2L,84.2744,0.2419,,1.01,267.0,83.58,1.58,2005AJ....129.1954J,11.4122,2.9851,12.9,11.6,9.95,2015AJ....149....5W,,8.292,0.02,7.684,0.027,7.412,0.024,J,0.267,0.015,v,s,WT 392
250,118,82.00062499999999,9.643944444444443,GJ 203,,05280015+0938382,,,,,,,,,,,-191.29,-756.77,2018A&A...616A...2L,97.979,0.0952,,0.23,20.7,98.61,1.6,2014ApJ...784..156D 1995gcts.book.....V 2007A&A...474..653V,11.1808,2.7123,12.49,11.29,9.79,1990A&AS...83..357B,,8.311,0.021,7.84,0.033,7.542,0.017,,0.231,0.014,,s,GJ 203
121,343,235.0150833333333,43.494277777777775,GJ 1194,A,15400352+4329396,AB,,4.75,151,1999,visdet,2006AJ....131.1163S,0.6,Ks,2011ApJ...729..139W,1188.66,-315.34,2018A&A...616A...2L,79.8919,0.0334,,0.13,8.88,74.2,4.8,1995gcts.book.....V,11.0084,2.4631,11.91,10.82,9.41,1996AJ....112.2300W,,8.312,0.029,7.777,0.031,7.563,0.026,,0.295,0.015,,s,GJ 1194 A
421,179,118.72837499999999,-29.348999999999997,LHS 1955,A,07545478-2920559,AB,,0.8081,104,2001,astdet,2010AJ....140..897R,0.5,R,2010AJ....140..897R,358.4,-511.31,2018A&A...616A...2L,80.3526,0.8245,,5.0,8850.0,74.36,1.13,2010AJ....140..897R,11.8773,2.9859,12.79,11.52,9.89,2010AJ....140..897R,,8.312,0.023,7.686,0.034,7.354,0.018,J,0.234,0.015,v,s,LHS 1955
194,2,1.679958333333333,-7.538055555555554,GJ 1002,,00064325-0732147,,,,,,,,,,,-811.48,-1892.9,2018A&A...616A...2L,206.2134,0.1281,,0.36,63.8,208.0,1.16,1995gcts.book.....V 2016AJ....152...24W,11.7804,3.6914,13.77,12.16,10.15,1991AJ....101..662B,,8.323,0.019,7.792,0.034,7.439,0.021,,0.115,0.014,,s,GJ 1002
392,222,139.2722083333333,-77.82316666666665,GJ 1123,,09170532-7749233,,,,,,,,,,,636.46,-806.63,2018A&A...616A...2L,105.129,0.0444,,0.24,28.3,107.67,0.89,2005AJ....129.1954J 2016AJ....152...24W,11.5618,3.1579,13.16,11.86,10.16,2005AJ....129.1954J,,8.329,0.024,7.768,0.038,7.448,0.021,,0.224,0.014,,s,GJ 1123
464,320,209.79341666666664,-19.83433333333333,LHS 2836,,13591045-1950034,,,,,,,,,,,-559.84,-186.65,2018A&A...616A...2L,92.4336,0.0769,,0.19,12.8,92.86,0.89,2010AJ....140..897R,11.4084,3.0197,12.88,11.6,9.9,2011AJ....142..104R,,8.334,0.037,7.761,0.061,7.445,0.026,,0.264,0.015,,s,LHS 2836
447,353,245.01324999999997,-37.530027777777775,GJ 618,B,16200321-3731485,AB,,5.574,227,1998,astdet,2012AJ....144...64D,3.55,V,1990A&AS...83..357B,-747.68,988.2,2018A&A...616A...2L,117.356,0.0598,A,,,120.53,2.44,1995gcts.book.....V 2007A&A...474..653V,,,14.15,12.74,10.92,1990A&AS...83..357B,,8.339,0.101,8.035,0.098,7.765,0.112,,0.164,0.017,,s,GJ 618 B
336,409,280.68745833333327,13.904749999999998,LTT 15516,,18424498+1354168,,,,,,,,,,,-31.05,354.2,2018A&A...616A...2L,91.4293,0.0709,,0.22,17.7,91.08,0.73,2014ApJ...784..156D 2014AJ....147...85R 2016AJ....152...24W,11.3995,2.9109,12.86,11.58,9.95,2014AJ....147...85R,,8.361,0.018,7.813,0.038,7.551,0.021,,0.251,0.014,,s,LTT 15516
377,50,31.452291666666664,-30.176666666666662,LHS 1339,,02054859-3010361,,,,,,,,,,,-524.93,103.66,2018A&A...616A...2L,106.7095,0.0566,,0.14,8.81,107.81,2.92,2007A&A...474..653V,11.0455,2.5493,12.17,11.05,9.69,2010MNRAS.403.1949K,,8.367,0.024,7.867,0.038,7.558,0.024,,0.206,0.014,,s,LHS 1339
499,444,301.95016666666663,-31.758027777777773,GJ 781.1,A,20074802-3145284,AC,,1.0,,,,Winters; in prep,,,,287.49,-750.64,2018A&A...616A...2L,68.0088,0.0852,,0.2,16.5,64.2,4.56,1995gcts.book.....V 2007A&A...474..653V,11.1254,2.8323,12.22,11.12,9.73,1990A&AS...83..357B,,8.367,0.029,7.833,0.034,7.591,0.024,J,0.26,0.014,v,s,GJ 781.1 A
401,167,110.21683333333331,-62.16994444444443,L 136-37,,07205204-6210118,,,,,,,,,,,-285.91,194.69,2018A&A...616A...2L,89.1956,0.0349,,0.16,12.4,88.8,2.57,2019AJ....157..216W,11.1411,2.6371,12.33,11.18,9.74,2015AJ....149....5W,,8.381,0.037,7.838,0.057,7.515,0.033,,0.265,0.015,,s,L 136-37
495,416,283.4163333333333,-38.612361111111106,GJ 732,,18533991-3836442,,,,,,,,,,,353.39,-924.59,2018A&A...616A...2L,80.2529,0.0796,,0.21,16.4,74.7,1.8,1995gcts.book.....V,11.3341,2.8235,12.66,11.45,9.87,2015AJ....149....5W,,8.396,0.018,7.818,0.018,7.589,0.016,,0.289,0.014,,s,GJ 732
202,48,30.61766666666666,10.581499999999998,LSPM 0202+1034,A,02022823+1034533,AB,,0.906,065,2015,visdet,2018A&A...616A...2L,0.07,Rp,2018A&A...616A...2L,-54.6,-96.95,2018A&A...616A...2L,70.4256,0.5255,,1.97,799.0,,,,11.8652,2.9327,,,,,12.2,8.396,0.02,7.848,0.027,7.548,0.02,J,0.229,0.014,v,s,PM J02024+1034B
24,32,20.54295833333333,22.150805555555554,LTT 10491,A,01221027+2209032,AB,,0.271,195,2015,lkydet,2017A&A...597A..47C,0.86,I,2017A&A...597A..47C,226.1,-142.5,2018AJ....155..176F,,,n,,,87.6,8.5,2016AJ....151..160F,,,13.03,11.73,10.04,This Work,,8.412,0.021,7.82,0.016,7.537,0.017,J,0.202,0.028,v,s,LTT 10491
490,411,280.7790416666666,-54.61344444444444,LHS 5341,,18430697-5436481,,,,,,,,,,,-137.3,-492.51,2018A&A...616A...2L,97.6612,0.0638,,0.18,12.9,101.57,1.01,2018AJ....155..265H,11.5056,3.0059,12.97,11.68,10.03,2015AJ....149....5W,,8.415,0.025,7.789,0.022,7.488,0.018,,0.24,0.014,,s,LHS 5341
230,185,122.98983333333332,8.773027777777777,GJ 299,,08115757+0846220,,,,,,,,,,,1078.93,-5096.18,2018A&A...616A...2L,145.4757,0.5695,,0.42,86.4,147.12,0.44,2014ApJ...784..156D 1995gcts.book.....V 2016AJ....152...24W,11.3757,2.9966,12.82,11.56,9.91,1996AJ....112.2300W,,8.424,0.023,7.927,0.042,7.66,0.026,,0.138,0.014,,s,GJ 299
487,473,324.68187499999993,-33.6653611111111,LHS 512,,21384369-3339555,,,,,,,,,,,1039.74,-518.81,2018A&A...616A...2L,82.8819,0.1133,,0.26,26.9,82.02,2.1,2005AJ....129.1954J,11.2759,2.718,12.55,11.37,9.88,2015AJ....149....5W,,8.437,0.019,7.843,0.042,7.574,0.026,,0.28,0.015,,s,LHS 512
445,342,234.14366666666663,-37.90633333333333,GJ 590,,15363450-3754223,,,,,,,,,,,-338.76,-802.15,2018A&A...616A...2L,99.1979,0.0886,,0.32,50.7,98.54,0.53,1995gcts.book.....V 2016AJ....152...24W,11.3632,2.8659,12.79,11.55,9.93,2015AJ....149....5W,,8.44,0.024,7.903,0.036,7.671,0.024,,0.211,0.014,,s,GJ 590
291,223,140.45054166666665,-2.328722222222222,LSPM 0921-0219,,09214812-0219433,,,,,,,,,,,177.18,6.58,2018A&A...616A...2L,83.4662,0.0562,,0.0,0.0,93.5,5.7,2018AJ....155..176F,11.0367,2.4266,,,,,11.0,8.441,0.023,7.901,0.053,7.611,0.023,,0.272,0.014,,s,PM J09218-0219
100,217,135.72029166666664,68.06294444444444,LP 60-179,,09025284+6803464,,,,,,,,,,,189.03,342.74,2018A&A...616A...2L,81.3962,0.0556,,0.21,27.9,86.08,2.72,2014ApJ...784..156D 2007A&A...464..787S,11.358,2.7785,12.65,11.47,9.92,1988Ap&SS.142..223W,,8.453,0.029,7.985,0.023,7.711,0.018,,0.265,0.014,,s,LP 60-179
282,276,183.569,0.6239999999999999,GJ 1154,,12141654+0037263,,,,,,,,,,,-951.92,-284.28,2018A&A...616A...2L,123.7746,0.1075,,0.31,47.8,133.15,1.97,1995gcts.book.....V 2016AJ....152...24W,11.8394,3.3831,13.73,12.3,10.47,1996AJ....112.2300W,,8.456,0.026,7.86,0.049,7.54,0.027,,0.173,0.014,,s,GJ 1154
9,57,38.40491666666666,24.927166666666665,GJ 102,,02333717+2455392,,,,,,,,,,,48.81,-676.16,2018A&A...616A...2L,100.2835,0.1061,,0.22,19.6,106.15,2.38,2014ApJ...784..156D 1995gcts.book.....V,11.54,2.977,12.98,11.71,10.07,1996AJ....112.2300W,,8.472,0.02,7.913,0.021,7.627,0.017,,0.214,0.014,,s,GJ 102
303,263,172.23437499999997,10.17761111111111,LHS 2415,,11285624+1010395,,,,,,,,,,,-750.05,557.73,2018A&A...616A...2L,78.088,0.1359,,0.16,7.31,63.8,0.9,1995gcts.book.....V,11.3379,2.7275,,,,,11.4,8.478,0.032,7.994,0.038,7.671,0.023,,0.286,0.015,,s,LHS 2415
69,270,177.74049999999997,48.37738888888888,GJ 1151,,11505787+4822395,,,,,,,,,,,-1545.7,-962.81,2018A&A...616A...2L,124.4073,0.1186,,0.17,8.89,125.45,2.26,2014ApJ...784..156D 1995gcts.book.....V,11.6938,3.1469,13.24,11.91,10.18,1996AJ....112.2300W,,8.488,0.029,7.952,0.027,7.637,0.017,,0.164,0.014,,s,GJ 1151
265,266,175.33966666666663,-36.409638888888885,SIP 1141-3624,,11412152-3624346,,,,,,,,,,,485.06,311.69,2018A&A...616A...2L,115.1985,0.0751,,0.24,32.0,116.12,1.3,2018AJ....155..265H,11.5798,3.0572,13.1,11.79,10.1,2015AJ....149....5W,,8.49,0.026,7.967,0.038,7.699,0.023,,0.173,0.014,,s,SIPS J1141-3624
396,249,161.0884583333333,-61.209888888888884,LHS 288,,10442131-6112384,,,,,,,,,,,-346.43,1610.33,2018A&A...616A...2L,206.8172,0.0735,,0.23,18.0,206.35,0.77,2006AJ....132.2360H 1995gcts.book.....V 2016AJ....152...24W,11.8613,3.706,13.92,12.33,10.31,1991AJ....101..662B,,8.492,0.021,8.054,0.044,7.728,0.027,,0.106,0.014,,s,LHS 288
67,246,160.407875,37.61088888888889,GJ 1134,,10413809+3736397,,,,,,,,,,,-1457.05,-358.55,2018A&A...616A...2L,99.4498,0.0717,,0.2,17.2,96.7,2.3,1995gcts.book.....V,11.5573,2.9967,12.98,11.72,10.07,1996AJ....112.2300W,,8.493,0.027,8.005,0.038,7.714,0.024,,0.205,0.014,,s,GJ 1134
229,178,117.97783333333332,-0.0034999999999999996,GJ 1103,,07515465-0000117,,,,,,,,,,,263.38,-756.96,2018A&A...616A...2L,107.7759,0.0917,,0.29,36.5,114.0,3.3,1995gcts.book.....V,11.6554,3.1235,13.22,11.9,10.16,1996AJ....112.2300W,,8.496,0.023,7.939,0.053,7.661,0.021,,0.192,0.014,,s,GJ 1103 B
125,357,248.58466666666664,57.16241666666666,GJ 630.1,A,16342040+5709439,AB,,0.001,orb,1975,eclorb,1977ApJ...218..444L,0.14,Ks,2009ApJ...691.1400M,-1113.61,1181.21,2018A&A...616A...2L,67.34,0.0514,,0.23,22.3,69.2,2.5,1995gcts.book.....V,11.4972,2.9342,99.99,11.66,9.98,1990A&AS...83..357B,,8.501,0.02,8.039,0.026,7.796,0.021,J,0.231,0.001,p,s,GJ 630.1 A
322,428,290.50854166666664,7.041888888888888,GJ 1236,,19220206+0702310,,,,,,,,,,,-740.02,-444.9,2018A&A...616A...2L,94.1932,0.0657,,0.2,13.8,95.55,0.87,2014ApJ...784..156D 2007A&A...474..653V 2016AJ....152...24W,11.2592,2.5925,12.4,11.27,9.86,1996AJ....112.2300W,,8.524,0.026,7.937,0.023,7.688,0.02,,0.223,0.014,,s,GJ 1236
301,277,184.74754166666665,11.126083333333332,GJ 1156,,12185939+1107338,,,,,,,,,,,-1269.93,203.61,2018A&A...616A...2L,154.5077,0.1108,,0.34,56.9,154.81,0.96,2014ApJ...784..156D 1995gcts.book.....V 2016AJ....152...24W,11.9366,3.5475,13.8,12.31,10.35,1996AJ....112.2300W,,8.525,0.027,7.88,0.029,7.57,0.031,,0.136,0.014,,s,GJ 1156
85,159,105.98220833333332,52.701833333333326,LHS 224,A,07035565+5242075,AB,,0.1564,orb,2008,astrad,2016AJ....152..141B,0.1,Ks,2016AJ....152..141B,669.96,-923.19,2018A&A...616A...2L,109.6921,0.4015,,1.83,1270.0,112.21,1.63,2014ApJ...784..156D 1995gcts.book.....V,11.6999,3.2185,13.29,11.94,10.15,1996AJ....112.2300W,,8.537,0.026,8.094,0.036,7.776,0.021,J,0.126,0.005,c,s,LHS 224
66,252,162.43979166666665,35.54736111111111,GJ 1138,A,10494561+3532515,AB,,0.303,056,2000,AO det,2004A&A...425..997B,1.89,Ks,2004A&A...425..997B,-703.06,-1050.56,2018A&A...616A...2L,103.1065,0.1841,,0.55,150.0,102.9,3.2,1995gcts.book.....V,11.5832,2.9805,13.13,11.85,10.16,1990A&AS...83..357B,,8.537,0.023,8.042,0.023,7.743,0.021,J,0.175,0.014,v,s,GJ 1138
181,388,270.56924999999995,64.26230555555554,LP 71-82,,18021660+6415445,,,,,,,,,,,196.04,-383.6,2018A&A...616A...2L,128.4872,0.0576,,0.27,32.2,117.8,3.7,2014ApJ...784..156D,11.7727,3.2639,,,,,12.1,8.541,0.024,7.962,0.023,7.652,0.02,,0.157,0.014,,s,LP 71-82
283,299,195.13966666666664,5.685583333333333,GJ 493.1,,13003350+0541081,,,,,,,,,,,-939.56,227.32,2018A&A...616A...2L,116.8096,0.1974,,0.28,54.3,121.47,1.65,2014ApJ...784..156D 1995gcts.book.....V 2016AJ....152...24W,11.7671,3.1964,13.41,12.05,10.28,1990A&AS...83..357B,,8.553,0.035,7.966,0.047,7.66,0.031,,0.174,0.014,,s,GJ 493.1
467,426,290.2260833333333,-82.55447222222222,LHS 475,,19205439-8233170,,,,,,,,,,,342.18,-1230.22,2018A&A...616A...2L,80.0903,0.0417,,0.19,19.8,83.04,0.93,2011AJ....141..117J,11.4174,2.7323,12.69,11.51,10.0,2011AJ....141..117J,,8.555,0.03,8.004,0.038,7.686,0.042,,0.275,0.015,,s,LHS 475
62,203,133.1702083333333,28.316388888888884,GJ 324,B,08524084+2818589,AB,,84.61,128,2000,visdet,2006AJ....131.1163S,3.65,Ks,2006AJ....131.1163S,-481.2,-244.77,2018A&A...616A...2L,80.1166,0.109,,0.27,44.8,81.3,0.68,2014ApJ...784..156D 1995gcts.book.....V 2007A&A...474..653V,11.6798,2.9918,,,,,11.9,8.56,0.027,7.933,0.04,7.666,0.023,,0.278,0.014,,s,GJ 324 B
242,84,57.68454166666666,-6.094916666666665,GJ 1065,,03504432-0605400,,,,,,,,,,,-445.44,-1371.11,2018A&A...616A...2L,100.5599,0.105,,0.27,32.9,105.4,3.2,1995gcts.book.....V,11.4561,2.8191,12.8,11.59,10.04,1996AJ....112.2300W,,8.57,0.032,7.998,0.057,7.751,0.02,,0.198,0.014,,s,GJ 1065
376,16,10.858374999999999,-41.29277777777777,LHS 1134,,00432603-4117337,,,,,,,,,,,-488.55,-582.32,2018A&A...616A...2L,97.7275,0.0819,,0.28,46.9,95.24,1.4,2019AJ....157..216W,11.5607,2.9497,13.0,11.75,10.11,2015AJ....149....5W,,8.572,0.019,8.026,0.034,7.71,0.016,,0.21,0.014,,s,LHS 1134
488,488,339.6060416666666,-29.356749999999995,L 645-73,B,22382467-2921139,AB,,14.57,136,2002,visdet,2003AJ....125..332J,1.71,V,2003AJ....125..332J,-12.7,-266.65,2018A&A...616A...2L,84.4509,0.0736,,0.2,13.4,86.23,1.06,2019AJ....157..216W,11.3724,2.7007,12.64,11.46,9.96,2017AJ....153...14W,,8.573,0.037,7.985,0.034,7.702,0.024,,0.254,0.014,,s,L 645-73
497,436,297.8995416666666,-35.17708333333333,2MA 1951-3510,A,19513587-3510375,AB,,1.9,131,2013,visdet,2019AJ....157..216W,0.3,I,2019AJ....157..216W,382.47,97.55,2018A&A...616A...2L,88.2318,0.06,w,0.21,16.6,85.3,6.4,2016AJ....151..160F,12.2039,3.0883,13.06,11.75,10.08,2015AJ....149....5W,,8.581,0.02,8.044,0.024,7.735,0.023,J,0.164,0.014,v,s,2MASS J19513587-3510375
98,155,104.48783333333331,62.32199999999999,LHS 1885,A,06575703+6219197,AB,,1.441,240,2012,lkydet,2014ApJ...789..102J,1.6,i',2014ApJ...789..102J,299.52,-536.04,2018A&A...616A...2L,87.207,0.0854,w,0.28,55.1,86.75,1.63,2014ApJ...784..156D 1995gcts.book.....V,12.1543,3.291,13.65,12.25,10.4,1996AJ....112.2300W,,8.585,0.018,7.988,0.018,7.69,0.016,J,0.211,0.014,v,s,LHS 1885
176,435,297.78887499999996,46.48341666666666,GJ 1243,,19510930+4628598,,,,,,,,,,,183.29,266.01,2018A&A...616A...2L,83.4814,0.0366,,0.14,9.0,78.94,1.66,2014ApJ...784..156D 1995gcts.book.....V,11.5509,2.8372,12.83,11.63,10.09,1984ApJS...55..289W,,8.586,0.023,8.045,0.02,7.773,0.016,,0.248,0.014,,s,GJ 1243
492,454,312.29141666666663,-40.201722222222216,SCR 2049-4012,A,20490993-4012062,AB,,0.0137,orb,2018,astorb,2018AJ....155..265H,,,,-67.7,-9.69,2018A&A...616A...2L,105.1555,0.2656,,0.85,300.0,104.39,0.87,2018AJ....155..265H,11.8391,3.2434,13.53,12.12,10.31,2015AJ....150....6H,,8.596,0.03,8.018,0.027,7.704,0.023,J,0.165,0.014,w,s,SCR J2049-4012
268,274,182.82062499999998,-19.972694444444443,L 758-107,B,12111697-1958213,AB,,85.1,121,1998,visdet,2006AJ....131.1163S,0.94,V,2019AJ....157..216W,-205.34,-188.22,2018A&A...616A...2L,78.5165,0.1094,,0.3,43.2,78.44,0.71,2007A&A...474..653V,11.3977,2.6873,12.63,11.47,9.98,2019AJ....157..216W,,8.596,0.023,8.012,0.031,7.743,0.023,,0.272,0.014,,s,L 758-107
13,114,77.66470833333332,29.780027777777775,G 86-28,,05103956+2946479,,,,,,,,,,,-246.73,57.72,2018A&A...616A...2L,80.3399,0.0986,,0.23,17.1,82.8,5.5,2016AJ....151..160F,11.3168,2.5572,,,,,11.4,8.6,0.026,8.026,0.031,7.77,0.027,,0.261,0.015,,s,G 86-28
